"2024-12-14T20:53:15-08:00",[],nil
"2024-12-14T21:03:05-08:00",[[], ["", "O", "O", "O"], ["", "O"], ["", "OO", "O", "O"], ["", "O", "O"], ["", "O", "O"], ["", "O", "O", "O"], ["", "OO", "O", "OO"], ["", "O"], [], [], ["", "vv", "v", "v", "vv", "v", "v", "v", "v", "v", "vv", "v", "vvv", "v", "v", "v", "vv", "v"], ["vvv", "v", "vv", "vvv", "v", "vv", "v", "v", "v", "v", "v"], ["", "vv", "v", "v", "vv", "v", "v", "v", "v", "v", "v", "v", "v", "v", "v", "v", "vv"], ["", "v", "v", "vvv", "v", "vv", "vvv", "v", "v", "vvvv", "v"], ["", "v", "v", "vv", "v", "v", "v", "v", "v", "v", "v", "vvv"], ["", "v", "vvv", "v", "v", "v", "v", "v", "v", "v", "v"], ["", "v", "vv", "v", "v", "v", "v", "vv", "v", "v", "v", "v", "vv"], ["", "vvvvv", "v", "v", "v", "v", "v", "v"], ["", "vv", "v", "v", "vv", "v", "v", "vvv", "vvv", "v", "vvv", "v"], ["v", "v", "v", "vv", "v", "v", "v", "v", "v", "vv", "v", "v", "vv", "v"]],nil
"2024-12-14T21:04:23-08:00","##########\n#..O..O.O#\n#......O.#\n#.OO..O.O#\n#..O@..O.#\n#O#..O...#\n#O..O..O.#\n#.OO.O.OO#\n#....O...#\n##########\n\n<vv>^<v^>v>^vv^v>v<>v^v<v<^vv<<<^><<><>>v<vvv<>^v^>^<<<><<v<<<v^vv^v>^\nvvv<<^>^v^^><<>>><>^<<><^vv^^<>vvv<>><^^v>^>vv<>v<<<<v<^v>^<^^>>>^<v<v\n><>vv>v^v^<>><>>>><^^>vv>v<^^^>>v^v^<^^>v^^>v^<^v>v<>>v^v^<v>v^^<^^vv<\n<<v<^>>^^^^>>>v^<>vvv^><v<<<>^^^vv^<vvv>^>v<^^^^v<>^>vvvv><>>v^<<^^^^^\n^><^><>>><>^^<<^^v>>><^<v>^<vv>>v>>>^v><>^v><<<<v>>v<v<v>vvv>^<><<>^><\n^>><>^v<><^vvv<^^<><v<<<<<><^v<<<><<<^^<v<^^^><^>>^<v^><<<^>>^v<v^v<v^\n>^>>^v>vv>^<<^v<>><<><<v<<v><>v<^vv<<<>^^v^>^^>>><<^v>>v^v><^^>>^<>vv^\n<><^^>^^^<><vvvvv^v<v<<>^v<v>v<<^><<><<><<<^^<<<^<<>><<><^^^>^^<>^>v<>\n^^>vv<^v^v<vv>^<><v<^v>^^^>>>^^vvv^>vvv<>>>^<^>>>>>^<<^v>^vvv<>^<><<v>\nv^^>>><<^^<>>^v^<v^vv<>v^<<>^<^v^v><^<<<><<^<v><v<>vv>>v><v^<vv<>v^<<^\n",nil
"2024-12-14T21:04:46-08:00","##########\n#..O..O.O#\n#......O.#\n#.OO..O.O#\n#..O@..O.#\n#O#..O...#\n#O..O..O.#\n#.OO.O.OO#\n#....O...#\n##########\n\n<vv>^<v^>v>^vv^v>v<>v^v<v<^vv<<<^><<><>>v<vvv<>^v^>^<<<><<v<<<v^vv^v>^\nvvv<<^>^v^^><<>>><>^<<><^vv^^<>vvv<>><^^v>^>vv<>v<<<<v<^v>^<^^>>>^<v<v\n><>vv>v^v^<>><>>>><^^>vv>v<^^^>>v^v^<^^>v^^>v^<^v>v<>>v^v^<v>v^^<^^vv<\n<<v<^>>^^^^>>>v^<>vvv^><v<<<>^^^vv^<vvv>^>v<^^^^v<>^>vvvv><>>v^<<^^^^^\n^><^><>>><>^^<<^^v>>><^<v>^<vv>>v>>>^v><>^v><<<<v>>v<v<v>vvv>^<><<>^><\n^>><>^v<><^vvv<^^<><v<<<<<><^v<<<><<<^^<v<^^^><^>>^<v^><<<^>>^v<v^v<v^\n>^>>^v>vv>^<<^v<>><<><<v<<v><>v<^vv<<<>^^v^>^^>>><<^v>>v^v><^^>>^<>vv^\n<><^^>^^^<><vvvvv^v<v<<>^v<v>v<<^><<><<><<<^^<<<^<<>><<><^^^>^^<>^>v<>\n^^>vv<^v^v<vv>^<><v<^v>^^^>>>^^vvv^>vvv<>>>^<^>>>>>^<<^v>^vvv<>^<><<v>\nv^^>>><<^^<>>^v^<v^vv<>v^<<>^<^v^v><^<<<><<^<v><v<>vv>>v><v^<vv<>v^<<^\n",nil
"2024-12-14T21:05:08-08:00",0,nil
"2024-12-14T21:07:37-08:00",0,nil
"2024-12-14T21:08:22-08:00",0,nil
"2024-12-14T21:08:29-08:00",0,nil
"2024-12-14T21:09:03-08:00",0,nil
"2024-12-14T21:10:01-08:00",0,nil
"2024-12-14T21:10:07-08:00",0,nil
"2024-12-14T21:12:45-08:00",0,nil
"2024-12-14T21:13:23-08:00",0,nil
"2024-12-14T21:13:41-08:00",0,nil
"2024-12-14T21:13:52-08:00",0,nil
"2024-12-14T21:13:57-08:00",0,nil
"2024-12-14T21:24:11-08:00",0,nil
"2024-12-14T21:24:50-08:00",0,nil
"2024-12-14T21:25:44-08:00",0,nil
"2024-12-14T21:35:55-08:00",0,nil
"2024-12-14T21:36:25-08:00",0,nil
"2024-12-14T21:47:26-08:00",0,nil
"2024-12-14T21:48:53-08:00",10092,nil
"2024-12-14T21:49:01-08:00",1492518,nil
"2024-12-14T21:53:30-08:00",10092,nil
"2024-12-14T21:55:44-08:00",10092,nil
"2024-12-14T21:55:55-08:00",10092,nil
"2024-12-14T21:59:25-08:00",10092,nil
"2024-12-14T22:00:57-08:00",10092,nil
"2024-12-14T22:05:15-08:00",10092,nil
"2024-12-14T22:05:40-08:00",10092,nil
"2024-12-14T22:05:49-08:00",10092,nil
"2024-12-14T23:04:55-08:00",9701,nil
"2024-12-14T23:05:09-08:00",9701,nil
"2024-12-14T23:05:29-08:00",9701,nil
"2024-12-14T23:18:50-08:00",9701,nil
"2024-12-14T23:20:19-08:00",9701,nil
"2024-12-14T23:20:54-08:00",9701,nil
"2024-12-14T23:21:25-08:00",9701,nil
"2024-12-14T23:21:43-08:00",9701,nil
"2024-12-14T23:22:02-08:00",9701,nil
"2024-12-14T23:22:17-08:00",9701,nil
"2024-12-14T23:22:31-08:00",9701,nil
"2024-12-14T23:22:50-08:00",9701,nil
"2024-12-14T23:23:04-08:00",9701,nil
"2024-12-14T23:28:35-08:00",9298,nil
"2024-12-14T23:28:54-08:00",9699,nil
"2024-12-14T23:30:23-08:00",9699,nil
"2024-12-14T23:30:51-08:00",9700,nil
"2024-12-14T23:31:03-08:00",10092,nil
"2024-12-14T23:31:20-08:00",10092,nil
"2024-12-14T23:31:51-08:00",10092,nil
"2024-12-14T23:33:43-08:00",10092,nil
"2024-12-14T23:34:10-08:00",10092,nil
"2024-12-15T00:11:35-08:00",10092,nil
"2024-12-15T00:26:15-08:00",10092,nil
"2024-12-15T00:27:00-08:00",10092,0
"2024-12-15T00:27:11-08:00",10092,9021
"2024-12-15T00:27:19-08:00",1492518,1512860
