"2022-12-22T21:42:11-06:00",[["Sensor", "at", "x", "3797530", "y", "3451192", "closest", "beacon", "is", "at", "x", "3316341", "y", "3328308"], ["Sensor", "at", "x", "3779164", "y", "33938", "closest", "beacon", "is", "at", "x", "4608350", "y", "708806"], ["Sensor", "at", "x", "1331810", "y", "3260896", "closest", "beacon", "is", "at", "x", "2075597", "y", "3280016"], ["Sensor", "at", "x", "393374", "y", "696899", "closest", "beacon", "is", "at", "x", "2021690", "y", "453306"], ["Sensor", "at", "x", "2928048", "y", "923094", "closest", "beacon", "is", "at", "x", "2021690", "y", "453306"], ["Sensor", "at", "x", "2386726", "y", "3645023", "closest", "beacon", "is", "at", "x", "2075597", "y", "3280016"], ["Sensor", "at", "x", "1900159", "y", "2381031", "closest", "beacon", "is", "at", "x", "1649961", "y", "2000000"], ["Sensor", "at", "x", "2601378", "y", "2979844", "closest", "beacon", "is", "at", "x", "2218962", "y", "2701963"], ["Sensor", "at", "x", "2254818", "y", "32199", "closest", "beacon", "is", "at", "x", "2021690", "y", "453306"], ["Sensor", "at", "x", "2689643", "y", "375840", "closest", "beacon", "is", "at", "x", "2021690", "y", "453306"], ["Sensor", "at", "x", "909141", "y", "2842547", "closest", "beacon", "is", "at", "x", "2218962", "y", "2701963"], ["Sensor", "at", "x", "3915731", "y", "2454320", "closest", "beacon", "is", "at", "x", "4268501", "y", "1853073"], ["Sensor", "at", "x", "1693574", "y", "1344104", "closest", "beacon", "is", "at", "x", "1649961", "y", "2000000"], ["Sensor", "at", "x", "1760260", "y", "3297662", "closest", "beacon", "is", "at", "x", "2075597", "y", "3280016"], ["Sensor", "at", "x", "1909567", "y", "3990737", "closest", "beacon", "is", "at", "x", "2075597", "y", "3280016"], ["Sensor", "at", "x", "2097863", "y", "3179766", "closest", "beacon", "is", "at", "x", "2075597", "y", "3280016"], ["Sensor", "at", "x", "3100489", "y", "3623847", "closest", "beacon", "is", "at", "x", "3104748", "y", "4102403"], ["Sensor", "at", "x", "2746023", "y", "2432826", "closest", "beacon", "is", "at", "x", "2218962", "y", "2701963"], ["Sensor", "at", "x", "3031245", "y", "3031354", "closest", "beacon", "is", "at", "x", "3316341", "y", "3328308"], ["Sensor", "at", "x", "277094", "y", "1999350", "closest", "beacon", "is", "at", "x", "1649961", "y", "2000000"], ["Sensor", "at", "x", "1763269", "y", "126349", "closest", "beacon", "is", "at", "x", "2021690", "y", "453306"], ["Sensor", "at", "x", "3287624", "y", "2695420", "closest", "beacon", "is", "at", "x", "3316341", "y", "3328308"], ["Sensor", "at", "x", "2371102", "y", "1745103", "closest", "beacon", "is", "at", "x", "1649961", "y", "2000000"], ["Sensor", "at", "x", "3553438", "y", "1563379", "closest", "beacon", "is", "at", "x", "4268501", "y", "1853073"], ["Sensor", "at", "x", "1529129", "y", "2735122", "closest", "beacon", "is", "at", "x", "2218962", "y", "2701963"], ["Sensor", "at", "x", "2826220", "y", "3958350", "closest", "beacon", "is", "at", "x", "3104748", "y", "4102403"], ["Sensor", "at", "x", "3999334", "y", "3912693", "closest", "beacon", "is", "at", "x", "3104748", "y", "4102403"], ["Sensor", "at", "x", "240430", "y", "3829436", "closest", "beacon", "is", "at", "x", "742036", "y", "3963149"], ["Sensor", "at", "x", "3455748", "y", "3814861", "closest", "beacon", "is", "at", "x", "3316341", "y", "3328308"]],nil
"2022-12-22T21:42:19-06:00",[["Valve", "AA", "has", "flow", "rate", "0", "tunnels", "lead", "to", "valves", "DD", "II", "BB"], ["Valve", "BB", "has", "flow", "rate", "13", "tunnels", "lead", "to", "valves", "CC", "AA"], ["Valve", "CC", "has", "flow", "rate", "2", "tunnels", "lead", "to", "valves", "DD", "BB"], ["Valve", "DD", "has", "flow", "rate", "20", "tunnels", "lead", "to", "valves", "CC", "AA", "EE"], ["Valve", "EE", "has", "flow", "rate", "3", "tunnels", "lead", "to", "valves", "FF", "DD"], ["Valve", "FF", "has", "flow", "rate", "0", "tunnels", "lead", "to", "valves", "EE", "GG"], ["Valve", "GG", "has", "flow", "rate", "0", "tunnels", "lead", "to", "valves", "FF", "HH"], ["Valve", "HH", "has", "flow", "rate", "22", "tunnel", "leads", "to", "valve", "GG"], ["Valve", "II", "has", "flow", "rate", "0", "tunnels", "lead", "to", "valves", "AA", "JJ"], ["Valve", "JJ", "has", "flow", "rate", "21", "tunnel", "leads", "to", "valve", "II"]],nil
"2022-12-22T21:42:27-06:00",["Valve", "AA", "has", "flow", "rate", "0", "tunnels", "lead", "to", "valves", "DD", "II", "BB"],nil
"2022-12-23T18:45:01-06:00",nil,nil
"2022-12-25T15:38:27-06:00",["Sensor", "at", "x", "2", "y", "18", "closest", "beacon", "is", "at", "x", "2", "y", "15"],nil
"2022-12-25T15:38:41-06:00","Sensor at x=3797530, y=3451192: closest beacon is at x=3316341, y=3328308",nil
"2022-12-25T15:39:11-06:00","Sensor at x=2, y=18: closest beacon is at x=-2, y=15",nil
"2022-12-25T15:40:10-06:00",[2, 18, 2, 15],nil
"2022-12-25T15:40:15-06:00",[[2, 18, 2, 15], [9, 16, 10, 16], [13, 2, 15, 3], [12, 14, 10, 16], [10, 20, 10, 16], [14, 17, 10, 16], [8, 7, 2, 10], [2, 0, 2, 10], [0, 11, 2, 10], [20, 14, 25, 17], [17, 20, 21, 22], [16, 7, 15, 3], [14, 3, 15, 3], [20, 1, 15, 3]],nil
"2022-12-25T15:40:22-06:00",[3797530, 3451192, 3316341, 3328308],nil
"2022-12-25T15:40:38-06:00",nil,nil
"2022-12-25T15:41:10-06:00",nil,nil
"2022-12-25T15:41:13-06:00",nil,nil
"2022-12-25T15:43:56-06:00",nil,nil
"2022-12-25T15:44:35-06:00",nil,nil
"2022-12-25T15:44:43-06:00",nil,nil
"2022-12-25T15:45:26-06:00",nil,nil
"2022-12-26T14:35:07-06:00",nil,nil
"2022-12-28T12:07:22-06:00",nil,nil
"2022-12-28T12:10:51-06:00",nil,nil
"2022-12-28T12:10:57-06:00",nil,nil
"2022-12-28T12:12:55-06:00",nil,nil
"2022-12-28T12:12:58-06:00",nil,nil
"2022-12-28T12:16:08-06:00",nil,nil
"2022-12-28T12:16:31-06:00",nil,nil
"2022-12-28T12:17:24-06:00",nil,nil
"2022-12-28T12:18:30-06:00",nil,nil
"2022-12-28T12:36:04-06:00",nil,nil
"2022-12-28T12:37:57-06:00",nil,nil
"2022-12-28T12:39:20-06:00",26,nil
"2022-12-28T12:39:43-06:00",6030937,nil
"2022-12-28T12:40:21-06:00",5511201,nil
"2022-12-29T12:11:08-06:00",5511201,nil
"2022-12-29T12:12:09-06:00",5511201,nil
"2022-12-29T12:12:21-06:00",5511201,nil
"2022-12-29T12:12:37-06:00",5511201,nil
"2022-12-29T12:13:31-06:00",26,nil
"2022-12-29T12:16:26-06:00",26,nil
"2022-12-29T12:16:31-06:00",26,nil
"2022-12-29T12:20:07-06:00",26,nil
"2022-12-29T12:22:52-06:00",26,nil
"2022-12-29T12:23:00-06:00",26,nil
"2022-12-29T12:43:35-06:00",26,154
"2022-12-29T12:44:27-06:00",26,56000011
"2022-12-29T12:45:40-06:00",5511201,11318723411840
"2022-12-29T12:48:52-06:00",5511201,11318723411840
"2022-12-29T17:45:11-06:00",26,56000011
"2022-12-29T17:46:07-06:00",26,56000011
"2022-12-29T17:48:56-06:00",5511201,11318723411840
"2022-12-29T18:26:34-06:00",5511201,nil
"2022-12-29T18:27:45-06:00",5511201,nil
"2022-12-29T18:29:16-06:00",5511201,nil
"2022-12-29T18:30:54-06:00",5511201,11318723411840
"2022-12-29T18:32:06-06:00",5511201,11318723411840
"2023-01-03T15:56:37-06:00",5511201,11318723411840
