"2024-12-22T21:56:44-07:00",[],nil
"2024-12-22T22:00:04-07:00",[],nil
"2024-12-22T22:00:24-07:00",[["kh", "tc"], ["qp", "kh"], ["de", "cg"], ["ka", "co"], ["yn", "aq"], ["qp", "ub"], ["cg", "tb"], ["vc", "aq"], ["tb", "ka"], ["wh", "tc"], ["yn", "cg"], ["kh", "ub"], ["ta", "co"], ["de", "co"], ["tc", "td"], ["tb", "wq"], ["wh", "td"], ["ta", "ka"], ["td", "qp"], ["aq", "cg"], ["wq", "ub"], ["ub", "vc"], ["de", "ta"], ["wq", "aq"], ["wq", "vc"], ["wh", "yn"], ["ka", "de"], ["kh", "ta"], ["co", "tc"], ["wh", "qp"], ["tb", "vc"], ["td", "yn"]],nil
"2024-12-22T22:00:38-07:00",[["kh", "tc"], ["qp", "kh"], ["de", "cg"], ["ka", "co"], ["yn", "aq"], ["qp", "ub"], ["cg", "tb"], ["vc", "aq"], ["tb", "ka"], ["wh", "tc"], ["yn", "cg"], ["kh", "ub"], ["ta", "co"], ["de", "co"], ["tc", "td"], ["tb", "wq"], ["wh", "td"], ["ta", "ka"], ["td", "qp"], ["aq", "cg"], ["wq", "ub"], ["ub", "vc"], ["de", "ta"], ["wq", "aq"], ["wq", "vc"], ["wh", "yn"], ["ka", "de"], ["kh", "ta"], ["co", "tc"], ["wh", "qp"], ["tb", "vc"], ["td", "yn"]],nil
"2024-12-22T22:00:44-07:00",0,nil
"2024-12-22T22:03:07-07:00",0,nil
"2024-12-22T22:03:38-07:00",0,nil
"2024-12-22T22:04:47-07:00",0,nil
"2024-12-22T22:05:41-07:00",0,nil
"2024-12-22T22:06:00-07:00",0,nil
"2024-12-22T22:06:55-07:00",0,nil
"2024-12-22T22:07:04-07:00",0,nil
"2024-12-22T22:08:09-07:00",0,nil
"2024-12-22T22:08:29-07:00",7,nil
"2024-12-22T22:08:32-07:00",1215,nil
"2024-12-22T22:10:12-07:00",1215,nil
"2024-12-22T22:11:47-07:00",1215,nil
"2024-12-22T22:11:54-07:00",1215,nil
"2024-12-22T22:12:47-07:00",1215,nil
"2024-12-22T22:14:17-07:00",1215,nil
"2024-12-22T22:14:28-07:00",7,nil
"2024-12-22T22:15:16-07:00",7,nil
"2024-12-22T22:15:33-07:00",7,nil
"2024-12-22T22:16:47-07:00",7,nil
"2024-12-22T22:23:49-07:00",7,nil
"2024-12-22T22:24:11-07:00",7,nil
"2024-12-22T22:24:27-07:00",7,nil
"2024-12-22T22:24:42-07:00",7,nil
"2024-12-22T22:24:49-07:00",7,"co,de,ka,ta"
"2024-12-22T22:24:56-07:00",1215,"at,hx,ig,ix,jg"
"2024-12-22T22:25:24-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
"2024-12-22T22:25:45-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
"2024-12-22T22:25:57-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
"2024-12-22T22:26:19-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
"2024-12-22T22:26:36-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
"2024-12-22T22:31:16-07:00",1215,"bm,by,dv,ep,ia,ja,jb,ks,lv,ol,oy,uz,yt"
